name,image_url,recipe_keys,recipe_wpp,recipe_cal,recipe_protein,recipe_carbs,recipe_fat,recipe_time,recipe_ratings,num_of_rating,recipe_share_count,recipe_summary
Spinach Stuffed Chicken Breast with Tomato and Feta,https://www.skinnytaste.com/wp-content/uploads/2021/01/Spinach-Tomato-and-Feta-Stuffed-Chicken-Breast-9-260x390.jpg,"['Gluten Free', 'Keto Recipes', 'Low Carb', 'Under 30 Minutes']",6,407,44.5,7,22,35 mins,4.82,111,38584,"This Spinach Tomato Feta Stuffed Chicken Breast is filled with a flavorful spinach, sun dried tomato, and feta cheese mixture, seared in a skillet, and then baked to perfection."
3-Ingredient Baked Bananas,https://www.skinnytaste.com/wp-content/uploads/2009/10/Baked-Bananas-7-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Kid Friendly', 'Paleo', 'Under 30 Minutes', 'Vegetarian Meals']",3,137,1.5,35.5,0.5,20 mins,4.78,27,11415,"Baked Bananas are the perfect, healthy dessert. They taste decadent, like bananas foster without all the butter and extra calories."
Air Fryer Chicken Nuggets,https://www.skinnytaste.com/wp-content/uploads/2018/01/Air-Fryer-Chicken-Nuggets-1-7-260x390.jpg,"['Air Fryer Recipes', 'Kid Friendly', 'Under 30 Minutes']",3,188,25,8,4.5,15 mins,4.98,46,26990,"Homemade Air Fryer Chicken Nuggets made with chicken breast coated in breadcrumbs and Parmesan cheese air fried until crisp, golden and delicious!"
Breakfast Egg Rolls,https://www.skinnytaste.com/wp-content/uploads/2021/01/Breakfast-Egg-Roll-5-260x390.jpg,"['Air Fryer Recipes', 'Dairy Free', 'Freezer Meals', 'Kid Friendly', 'Meal Prep Recipes', 'Under 30 Minutes']",5,240,17.5,24.5,8,30 mins,4.74,15,13486,"These Breakfast Egg Rolls, loaded with eggs, sausage, and veggies cooked in the oven or air fryer, are a fun twist on an egg sandwich. Perfect for making ahead and reheating as needed."
Top 25 Most Popular Skinnytaste Recipes of 2020,https://www.skinnytaste.com/wp-content/uploads/2020/12/TOP-2020_A-260x390.jpg,[],,,,,,,0,0,20031,
Drunken Shrimp,https://www.skinnytaste.com/wp-content/uploads/2009/04/Drunken-Shrimp-7-260x390.jpg,"['Gluten Free', 'Low Carb', 'Under 30 Minutes']",2,175,22.5,2,10,15 mins,4.91,41,23138,"Drunken shrimp just got a makeover. Not sure if you can call this drunken since I significantly cut down the wine, but the shrimp aren’t 100% sober either. "
Virgin Bloody Mary,https://www.skinnytaste.com/wp-content/uploads/2020/12/Virgin-Bloody-Mary-7-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Under 30 Minutes', 'Vegetarian Meals']",1,33,1,7,0.5,10 mins,4.91,11,2535,"Craving a Bloody Mary but doing a dry challenge? Make this Virgin Bloody Mary, also known as the Virgin Mary, and you won’t miss the vodka!"
Sauteed Collard Greens with Bacon,https://www.skinnytaste.com/wp-content/uploads/2011/01/Collard-Greens-and-Bacon-9-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Keto Recipes', 'Low Carb', 'Under 30 Minutes']",2,73,3,7,4.5,20 mins,4.20,5,3089,"Thinly sliced collard greens sautéed with bacon, garlic, and olive oil is the perfect side dish for New Year’s Day."
Fudgy Flourless Crinkle Brownie Cookies with Sea Salt,https://www.skinnytaste.com/wp-content/uploads/2020/12/Fudgy-Flourless-Chocolate-Crinkle-Cookies-6-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Kid Friendly']",5,207,6,30,12,2 hrs 30 mins,4.83,46,13885,"These flourless Brownie Crinkle Cookies are rich and fudgy like a brownie but shaped like a cookie. Made lighter, grain-free and gluten-free with almond meal and they have no oil or butter."
Sheet Pan Shrimp Oreganata,https://www.skinnytaste.com/wp-content/uploads/2020/12/Sheet-Pan-Shrimp-Oreganata-9-260x390.jpg,"['Dairy Free', 'Low Carb', 'Under 30 Minutes']",3,333,47.5,6,11.5,25 mins,4.94,33,14580,Sheet Pan Shrimp Oreganata made with jumbo shrimp topped with a light breadcrumb and Pecorino Romano cheese mixture.
"Roasted Delicata Squash with Burrata, Pomegranate and Pistachios",https://www.skinnytaste.com/wp-content/uploads/2020/12/Roasted-Delicata-Squash-7-260x390.jpg,"['Gluten Free', 'Under 30 Minutes', 'Vegetarian Meals']",5,165,5,14,11,40 mins,5,6,5044,"Roasted Delicata Squash with Burrata, Pomegranate and Pistachios makes and easy side dish, just add protein!"
Frenched Rack Of Lamb,https://www.skinnytaste.com/wp-content/uploads/2020/12/Frenched-Rack-of-Lamb-1-2-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb', 'Paleo', 'Whole30 Recipes']",8,335,46.7,0.5,16,45 mins,5,12,2469,"Tender oven-roasted rack of lamb, seasoned with rosemary, fresh lemon juice, and garlic, is perfect for entertaining and so easy to make!"
Pizzelle Cookies,https://www.skinnytaste.com/wp-content/uploads/2020/12/Pizzelle-Cookies-6-2-260x390.jpg,"['Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",5,91,2,14.5,3,30 mins,5,10,4847,"Italian Pizzelle Cookies are light and crisp, made lighter with less butter and sugar for a tasty holiday treat. "
Caramelized Onion Empanadas (Chilean pequenes),https://www.skinnytaste.com/wp-content/uploads/2020/12/Caramelized-Onion-Empanadas-9-260x390.jpg,"['Freezer Meals', 'Vegetarian Meals']",7,218,5,29,9.5,1 hr 15 mins,4.13,8,2639,"These Chilean empanadas, also known as pequenes, are stuffed with caramelized onions and seasoned with Latin spices – the perfect holiday appetizer."
Yogurt Sheet Pan Pancakes with Mixed Berries,https://www.skinnytaste.com/wp-content/uploads/2020/12/Yogurt-Sheet-Pan-Pancakes-8-260x390.jpg,"['Kid Friendly', 'Meal Prep Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",6,211,8,32,4.5,30 mins,4.92,37,9842,Yogurt Sheet Pan Pancakes with Mixed Berries are an easy breakfast or brunch for the holiday season or any time of the year. Set out all the toppings and let your family serve themselves.
Angel Hair with Shrimp and Asparagus,https://www.skinnytaste.com/wp-content/uploads/2020/12/Angel-Hair-with-Shrimp-and-Asparagus-6-260x390.jpg,"['Dairy Free', 'Kid Friendly', 'Under 30 Minutes']",7,434,35,57,7,25 mins,4.90,39,17386,Angel Hair with Shrimp and Asparagus is a quick and easy pasta dish made with fresh tomatoes and asparagus in a light tomato broth.
Lemon Cranberry Scones,https://www.skinnytaste.com/wp-content/uploads/2011/03/Lemon-Cranberry-Scones-12-260x390.jpg,[],9,193,4.3,34,4.7,35 mins,4.91,11,5462,These Lemon Cranberry Scones studded with dried cranberries are topped with a lemon glaze; a perfect Sunday morning treat.
Dark Chocolate Peanut Butter Bark,https://www.skinnytaste.com/wp-content/uploads/2020/12/DARK-CHOCOLATE-PEANUT-BUTTER-BARK-Finals-10-260x390.jpg,"['Kid Friendly', 'Vegetarian Meals']",6,144,3,17,12,15 mins,4.87,15,17830,"Dark Chocolate Peanut Butter Bark with Sea Salt is so easy to make, just 3 ingredients! It makes a great homemade holiday gift!"
Roasted Radishes with Onions,https://www.skinnytaste.com/wp-content/uploads/2020/12/Roasted-Radishes-and-Onions-7-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Keto Recipes', 'Low Carb', 'Vegetarian Meals', 'Whole30 Recipes']",1,69,1.5,11,2.5,45 mins,4.19,11,4612,"If you don’t love radishes, this 5-ingredient Roasted Radishes and Onions recipe will definitely change your mind!"
Lentil Soup with Butternut and Kale,https://www.skinnytaste.com/wp-content/uploads/2020/11/Lentil-Soup-with-Butternut-and-Kale-4-260x390.jpg,"['Dairy Free', 'Freezer Meals', 'Gluten Free', 'Vegetarian Meals']",1,122,4,25,1.5,1 hr 5 mins,4.94,43,5058,"Lentil Soup with Butternut and Kale is comforting and nutrient-dense, thanks to the butternut squash, lentils, kale, and leeks."
Chicken Brown Rice Bowl (copycat Zinque’s Le Bowl),https://www.skinnytaste.com/wp-content/uploads/2020/11/Zinque_s-Le-Bowl-edit-6-260x390.jpg,"['Gluten Free', 'Under 30 Minutes']",7,455,48,33,15,15 mins,4.93,14,10766,"This delicious, Chicken Brown Rice Bowl is an easy one-bowl meal with chicken breast, arugula, avocado, tomatoes, Gruyere with a sriracha yogurt sauce."
Chicken Sausage and Herb Stuffing,https://www.skinnytaste.com/wp-content/uploads/2011/11/Chicken-Sausage-and-Herb-Stuffing-260x390.jpg,"['Freezer Meals', 'Kid Friendly']",4,166,9,19,6.5,1 hr 35 mins,4.91,10,7544,"This flavorful, savory Sausage and Herb Stuffing made with chicken sausage and french bread is my go-to Thanksgiving stuffing recipe!"
Apple Cranberry Crumble,https://www.skinnytaste.com/wp-content/uploads/2011/12/Apple-Cranberry-Crumble_-5-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Kid Friendly', 'Vegetarian Meals']",10,211,2,44.5,5.5,1 hr 15 mins,4.97,26,7623,"Apple Cranberry Crumble is delicious and perfect for your Holiday table! Easier and lighter than making a pie, topped with oats, nuts and a touch of brown sugar."
Stuffed Turkey Breast with Cranberry Stuffing,https://www.skinnytaste.com/wp-content/uploads/2020/10/Stuffed-Turkey-Breast-with-Cranberry-Stuffing-11-260x390.jpg,['Kid Friendly'],3,484,68.5,19,12.5,1 hr 30 mins,5,6,2940,This Turkey Breast is stuffed with Cranberry Stuffing and served with gravy – the perfect Thanksgiving dish for a smaller crowd.
Slow Cooker Butternut Pear Soup,https://www.skinnytaste.com/wp-content/uploads/2020/11/Slow-Cooker-Butternut-Pear-5-260x390.jpg,"['Dairy Free', 'Freezer Meals', 'Gluten Free', 'Slow Cooker Recipes', 'Vegetarian Meals', 'Whole30 Recipes']",2,132,3,25.5,3,8 hrs 5 mins,4.72,39,9115,This Slow Cooker Butternut Pear soup with a hint of ginger is vegan and dairy-free and so simple to make. Great as a starter or serve it as a meal with a salad or a sandwich.
Turkey Pot Pie with Stuffing Crust,https://www.skinnytaste.com/wp-content/uploads/2019/11/Turkey-Pot-Pie-with-Stuffing-Crust-7-260x390.jpg,[],4,390,49.5,29.5,7.5,1 hr 30 mins,5,14,18966,"Turkey Pot Pie with Stuffing Crust is a fun twist on a turkey pot pie, made with diced turkey and veggies simmered in a creamy sauce and finished with a stuffing topping."
Smashed Sweet Potatoes,https://www.skinnytaste.com/wp-content/uploads/2020/11/Savory-Smashed-Sweet-Potatoes-7-260x390.jpg,"['Gluten Free', 'Kid Friendly', 'Vegetarian Meals']",5,206,4,29,8.5,50 mins,4.94,16,11151,"Savory Smashed Sweet Potatoes, seasoned with thyme, onion powder, and garlic powder, are smashed after roasting and then sprinkled with Parmesan for a savory-sweet side dish."
Pumpkin Pistachio Energy Balls,https://www.skinnytaste.com/wp-content/uploads/2020/11/Pumpkin-Pistachio-Energy-Balls-5-260x390.jpg,"['Dairy Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",4,138,3,24,5,15 mins,4.80,10,6357,These no-bake Pumpkin Pistachio Energy Balls literally taste like little bites of pumpkin pie.
Crustless Sausage and Spinach Quiche,https://www.skinnytaste.com/wp-content/uploads/2020/11/Sausage-and-Spinach-Quiche-6-260x390.jpg,"['Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb', 'Meal Prep Recipes']",5,233,21.5,6.5,14,1 hr 10 mins,4.95,38,23704,"This Crustless Sausage and Spinach Quiche with Italian chicken sausage, spinach, Havarti, and Parmesan is an easy and healthy recipe for breakfast, brunch, or dinner."
Meatloaf and Brown Gravy,https://www.skinnytaste.com/wp-content/uploads/2020/10/Meatloaf-and-Gravy-8-260x390.jpg,['Kid Friendly'],7,278,26.5,12,13.5,1 hr 25 mins,4.86,27,5934,"This Meatloaf recipe with Brown Gravy is a family favorite, made a bit healthier than most with a mix of beef and ground turkey plus oats, topped with a delicious brown gravy – comfort food at its finest!"
Air Fryer Herbed Buttermilk Roast Chicken Breast,https://www.skinnytaste.com/wp-content/uploads/2020/10/Air-Fryer-Herbed-Buttermilk-Roast-Chicken-Breast-9-260x390.jpg,"['Air Fryer Recipes', 'Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb']",12,243,34.5,2,9.5,1 hr 25 mins,4.83,35,25864,"Air fryer bone-in, skin-on chicken breast brined in buttermilk and seasoned with a mix of herbs and spices makes for perfectly juicy chicken."
Vegetarian Mushroom Kale Lasagna Rolls,https://www.skinnytaste.com/wp-content/uploads/2012/11/Mushroom-Kale-Lasagna-Rolls-11-260x390.jpg,"['Freezer Meals', 'Kid Friendly', 'Vegetarian Meals']",6,258,11.5,30.5,8.4,1 hr 10 mins,5,25,4324,"Mushroom Kale Lasagna Rolls are one of the tastiest ways to enjoy kale! They are quick, easy and perfectly portioned."
Slow Cooker Chicken Enchilada Stuffed Sweet Potatoes,https://www.skinnytaste.com/wp-content/uploads/2020/10/Enchilada-Chicken-Stuffed-Sweet-Potatoes-2-4-260x390.jpg,"['Gluten Free', 'Meal Prep Recipes', 'Slow Cooker Recipes']",7,413,34,47,10,6 hrs 10 mins,4.72,52,27144,"These Slow Cooker Chicken Enchilada Stuffed Sweet Potatoes made with chicken breast, cheese and enchiladas sauce are an easy one-pot meal! "
Roasted Honeynut Squash with Maple and Pecans,https://www.skinnytaste.com/wp-content/uploads/2020/10/Roasted-Maple-Pecan-Honeynut-8-260x390.jpg,"['Gluten Free', 'Kid Friendly', 'Vegetarian Meals']",4,205,3.5,41,6,45 mins,5,7,5757,Roasted Roasted Honeynut Squash with Maple and Pecans is the perfect fall side dish! Sweeter and smaller than butternut and so much quicker to make.
Pastrami Reuben Egg Rolls,https://www.skinnytaste.com/wp-content/uploads/2020/10/Pastrami-Reuban-Eggrolls-7-260x390.jpg,['Air Fryer Recipes'],8,360,23,44,9.5,25 mins,4.97,27,19004,"Golden, crisp Pastrami Reuben Egg Rolls with Russian Dressing, made healthier by cooking in the air fryer or baking in the oven, taste so good!"
Detox Vegetable Soup,https://www.skinnytaste.com/wp-content/uploads/2020/10/detox-vegetable-soup-5-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Kid Friendly', 'Vegetarian Meals']",5,293,15,34,12.5,45 mins,4.79,46,4658,"This dairy-free creamy Detox Vegetable Soup is not only easy to make, it’s also LOADED with nutrient-rich goodness! "
Pumpkin Pie Dip,https://www.skinnytaste.com/wp-content/uploads/2015/11/Pumpkin-Pie-Dip-5-260x390.jpg,"['Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",5,105,2,21,4,15 mins,4.92,12,12320,"Everything you love about pumpkin pie, made into a light and fluffy dip. Perfect for dipping apple wedges, graham crackers or gingersnaps."
Broccoli and Cheese Twice Baked Potatoes,https://www.skinnytaste.com/wp-content/uploads/2013/01/Twice-Baked-Potatoes-with-Broccoli-and-Cheese-2-260x367.jpg,"['Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",3,146.5,8,23,3.5,30 mins,4.75,12,7178,"These twice baked potatoes are so cheesy, stuffed with broccoli and cheese plus some hidden cauliflower, but trust me no one will know!"
Skinny Pumpkin Snickerdoodles,https://www.skinnytaste.com/wp-content/uploads/2013/09/Skinny-Pumpkin-Spiced-Snickerdoodles-6-260x390.jpg,['Kid Friendly'],3,51,1,9.5,1,30 mins,4.42,31,20278,"These Skinny Pumpkin Snickerdoodles should really come with a warning label, because they are so good and hard to stop at just one!"
Sweet and Spicy Glazed Salmon,https://www.skinnytaste.com/wp-content/uploads/2020/10/Sweet-and-Spicy-Sheet-Pan-Salmon-6-260x390.jpg,"['Air Fryer Recipes', 'Dairy Free', 'Gluten Free', 'Low Carb', 'Under 30 Minutes']",2,202,22.5,6.5,7,15 mins,4.91,21,8086,"Sweet and Spicy Glazed Salmon is super easy, baked on a sheet pan with a simple glaze made with sweet red chili sauce, sriracha, and ginger."
Mushroom Stroganoff,https://www.skinnytaste.com/wp-content/uploads/2012/09/Mushroom-Stroganoff-3-260x390.jpg,"['Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",9,268,12.5,52.5,3.5,25 mins,4.79,64,12378,"This quick and easy mushroom stroganoff is made with a mix of shiitake, button and cremini mushrooms with noodles in a light creamy sauce."
Lemon Blueberry Buttermilk Sheet Pan Pancakes,https://www.skinnytaste.com/wp-content/uploads/2020/09/Lemon-Blueberry-Buttermilk-Sheet-Pancakes-2-260x390.jpg,"['Kid Friendly', 'Meal Prep Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",7,214,7,35,5,35 mins,4.92,68,14094,Lemon Blueberry Buttermilk Sheet Pan Pancakes – essentially a giant pancake baked in the oven – is the most genius way of making pancakes!
Citrus Immunity Shots,https://www.skinnytaste.com/wp-content/uploads/2020/09/Citrus-Immunity-Booster-6-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Paleo', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",0,25,0.5,6,,10 mins,4.63,16,3934,"This super-simple-to-prepare Citrus Immunity Shot is made with immune-boosting citrus, turmeric, and garlic, a delicious way to start your day!"
Turkey Meatball Tortellini Soup with Spinach,https://www.skinnytaste.com/wp-content/uploads/2014/02/Turkey-Meatball-Spinach-Tortellini-Soup-10-260x390.jpg,['Kid Friendly'],7,271,20,26,9,50 mins,4.79,79,25051,"This easy, kid-friendly soup is a great way to warm up on a cold winter night. One large bowl is under 300 calories and is very satisfying."
Roasted Seasoned Winter Squash Medley,https://www.skinnytaste.com/wp-content/uploads/2015/10/RoastedWinterSquashMedley-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Vegetarian Meals', 'Whole30 Recipes']",3,140,2,21,6.5,55 mins,4.93,13,7989,"A winter squash medley roasted with a savory, sweet, spicy and smokey seasoning – SO good and a huge hit with my husband!"
5 Tips For Organizing Your Refrigerator,https://www.skinnytaste.com/wp-content/uploads/2020/06/Fridge-1-260x390.jpg,[],,,,,,,0,0,1477,
Spicy Pork Brussels Bowls,https://www.skinnytaste.com/wp-content/uploads/2020/09/Spicy-Pork-Brussels-Bowl_-3-260x390.jpg,"['Dairy Free', 'Freezer Meals', 'Gluten Free', 'Keto Recipes', 'Low Carb', 'Meal Prep Recipes', 'Under 30 Minutes', 'Whole30 Recipes']",6,280.5,35,15.5,10,30 mins,4.86,89,94312,"Spicy Pork Brussels Bowls are a delicious low-carb meal, made with shredded Brussels sprouts as the base, smoky ground pork, and an egg on top!"
Portobello Burger with Mozzarella and Pesto Mayo,https://www.skinnytaste.com/wp-content/uploads/2020/09/Portobello-Mushroom-Burger-6-260x390.jpg,"['Kid Friendly', 'Vegetarian Meals']",9,229,11.5,29,9.5,20 mins,5,11,3030,"The easiest Portobello Mushroom Burger with Mozzarella, Roasted Peppers and Pesto Mayo"
Dominican Beans (Habichuelas Guisadas),https://www.skinnytaste.com/wp-content/uploads/2020/09/Dominican-Beans-10-260x390.jpg,"['Dairy Free', 'Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Pressure Cooker Recipes', 'Vegetarian Meals']",1,158,8.5,25.5,2.5,9 hrs 15 mins,4.87,36,7794,"These creamy Dominican beans, flavored with garlic, onion, cubanelle pepper, and adobo seasoning, cooked in the Instant Pot or pressure cooker, make the perfect vegetarian side or meatless main dish."
Sautéed Zucchini with Plum Tomatoes,https://www.skinnytaste.com/wp-content/uploads/2009/08/Sautéed-Zucchini-and-Plum-Tomatoes-6-260x390.jpg,"['Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",2,92,1,7,7,20 mins,5,17,4547,Sautéed Zucchini with Plum Tomatoes is a quick and delicious summer side dish made with simple ingredients.
Blueberry Peach Crisp,https://www.skinnytaste.com/wp-content/uploads/2009/08/Blueberry-Peach-Crisp-7-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Kid Friendly', 'Vegetarian Meals']",9,203,2,35.5,7,55 mins,4.96,21,5177,"This Blueberry Peach Crisp is a wonderful summer dessert loaded with fruit, and delicious served warm out of the oven."
Skinnytaste Meal Prep Cookbook: Free Bonus Pack with 3 Exclusive Recipes with Pre-Order,https://www.skinnytaste.com/wp-content/uploads/2020/08/Skinnytaste-Meal-Prep-Bonus-Recipes-1-2-260x390.jpg,[],,,,,,,0,0,498,
