website,airline,flight_time,num_of_stops,stops,total_flight_duration,source_to_dest,carry_on_bag,checked_bag,price,flight_class,flight_deal_provider,original_departure_date,first_leg_info,flght_times,flight_stations,flight_durations,flight_carriers,flight_layover_duration,flight_layover_locations,flight_quality_details,class_features
www.kayak.com,Scandinavian Airlines,10:15 am–6:35 pm,2 stops,"ARN, CPH",10h 20m,HEL-MAN,1,1,$673,Economy,mytrip.com, Dec 18,Scandinavian Airlines 705  ·  Operated by Xfly,"['10:15 am', '10:20 am', '3:10 pm', '4:25 pm', '5:35 pm', '6:35 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Kastrup Copenhagen (CPH)', 'Kastrup Copenhagen (CPH)', 'Manchester (MAN)']","['1h 05m', '1h 15m', '2h 00m']","['Scandinavian Airlines 705  ·  Operated by Xfly', 'Scandinavian Airlines 1407  ·  Operated by SAS Connect', 'Scandinavian Airlines 541  ·  Operated by SAS Connect']","['4h 50m', '1h 10m']","['Change planes in Stockholm (ARN)', 'Change planes in Copenhagen (CPH)']","[['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Snacks (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '30"" seat pitch', 'Snacks (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '30"" seat pitch', 'Snacks (fee)']]",[]
www.kayak.com,Scandinavian Airlines,10:15 am–7:50 pm,2 stops,"ARN, OSL",11h 35m,HEL-MAN,1,1,$662,Economy,mytrip.com, Dec 18,Scandinavian Airlines 705  ·  Operated by Xfly,"['10:15 am', '10:20 am', '2:25 pm', '3:25 pm', '6:35 pm', '7:50 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Oslo Gardermoen (OSL)', 'Oslo Gardermoen (OSL)', 'Manchester (MAN)']","['1h 05m', '1h 00m', '2h 15m']","['Scandinavian Airlines 705  ·  Operated by Xfly', 'Scandinavian Airlines 867', 'Scandinavian Airlines 4610']","['4h 05m', '3h 10m']","['Change planes in Stockholm (ARN)', 'Change planes in Oslo (OSL)']","[['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Snacks (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '30"" seat pitch', 'Snacks (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '30"" seat pitch', 'Snacks (fee)']]",[]
www.kayak.com,Scandinavian Airlines,10:15 am–7:50 pm,2 stops,"ARN, OSL",11h 35m,HEL-MAN,1,1,$662,Economy,mytrip.com, Dec 18,Scandinavian Airlines 705  ·  Operated by Xfly,"['10:15 am', '10:20 am', '4:05 pm', '5:05 pm', '6:35 pm', '7:50 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Oslo Gardermoen (OSL)', 'Oslo Gardermoen (OSL)', 'Manchester (MAN)']","['1h 05m', '1h 00m', '2h 15m']","['Scandinavian Airlines 705  ·  Operated by Xfly', 'Scandinavian Airlines 491  ·  Operated by SAS Connect', 'Scandinavian Airlines 4610']","['5h 45m', '1h 30m']","['Change planes in Stockholm (ARN)', 'Change planes in Oslo (OSL)']","[['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Snacks (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '30"" seat pitch', 'Snacks (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '30"" seat pitch', 'Snacks (fee)']]",[]
www.kayak.com,Scandinavian Airlines,10:15 am–7:50 pm,2 stops,"ARN, OSL",11h 35m,HEL-MAN,1,1,$662,Economy,mytrip.com, Dec 18,Scandinavian Airlines 705  ·  Operated by Xfly,"['10:15 am', '10:20 am', '12:10 pm', '1:10 pm', '6:35 pm', '7:50 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Oslo Gardermoen (OSL)', 'Oslo Gardermoen (OSL)', 'Manchester (MAN)']","['1h 05m', '1h 00m', '2h 15m']","['Scandinavian Airlines 705  ·  Operated by Xfly', 'Scandinavian Airlines 489', 'Scandinavian Airlines 4610']","['1h 50m', '5h 25m']","['Change planes in Stockholm (ARN)', 'Change planes in Oslo (OSL)']","[['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Snacks (fee)'], ['Airbus A319 (Narrow-body jet)', 'Streaming capable Wi-Fi (fee)', 'USB outlet', '31"" seat pitch', 'Snacks (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '30"" seat pitch', 'Snacks (fee)']]",[]
www.kayak.com,Scandinavian Airlines,10:15 am–8:15 pm,2 stops,"ARN, BGO",12h 00m,HEL-MAN,1,1,$662,Economy,mytrip.com, Dec 18,Scandinavian Airlines 705  ·  Operated by Xfly,"['10:15 am', '10:20 am', '12:55 pm', '2:20 pm', '7:30 pm', '8:15 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Bergen Flesland (BGO)', 'Bergen Flesland (BGO)', 'Manchester (MAN)']","['1h 05m', '1h 25m', '1h 45m']","['Scandinavian Airlines 705  ·  Operated by Xfly', 'Scandinavian Airlines 899  ·  Operated by SAS Link', 'Scandinavian Airlines 4605  ·  Operated by SAS Link']","['2h 35m', '5h 10m']","['Change planes in Stockholm (ARN)', 'Change planes in Bergen (BGO)']","[['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Snacks (fee)'], ['Embraer 195 (Narrow-body jet)', '31"" seat pitch', 'Snacks (fee)'], ['Embraer 195 (Narrow-body jet)', '31"" seat pitch', 'Snacks (fee)']]",[]
www.kayak.com,Scandinavian Airlines,10:05 am–7:50 pm,2 stops,"CPH, OSL",11h 45m,HEL-MAN,1,1,$724,Economy,mytrip.com, Dec 18,Scandinavian Airlines 1707  ·  Operated by CityJet,"['10:05 am', '10:50 am', '3:15 pm', '4:30 pm', '6:35 pm', '7:50 pm']","['Helsinki-Vantaa (HEL)', 'Kastrup Copenhagen (CPH)', 'Kastrup Copenhagen (CPH)', 'Oslo Gardermoen (OSL)', 'Oslo Gardermoen (OSL)', 'Manchester (MAN)']","['1h 45m', '1h 15m', '2h 15m']","['Scandinavian Airlines 1707  ·  Operated by CityJet', 'Scandinavian Airlines 1460', 'Scandinavian Airlines 4610']","['4h 25m', '2h 05m']","['Change planes in Copenhagen (CPH)', 'Change planes in Oslo (OSL)']","[['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Snacks (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '30"" seat pitch', 'Snacks (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '30"" seat pitch', 'Snacks (fee)']]",[]
www.kayak.com,Scandinavian Airlines,10:05 am–7:50 pm,2 stops,"CPH, OSL",11h 45m,HEL-MAN,1,1,$726,Economy,mytrip.com, Dec 18,Scandinavian Airlines 1707  ·  Operated by CityJet,"['10:05 am', '10:50 am', '1:45 pm', '2:55 pm', '6:35 pm', '7:50 pm']","['Helsinki-Vantaa (HEL)', 'Kastrup Copenhagen (CPH)', 'Kastrup Copenhagen (CPH)', 'Oslo Gardermoen (OSL)', 'Oslo Gardermoen (OSL)', 'Manchester (MAN)']","['1h 45m', '1h 10m', '2h 15m']","['Scandinavian Airlines 1707  ·  Operated by CityJet', 'Scandinavian Airlines 458  ·  Operated by CityJet', 'Scandinavian Airlines 4610']","['2h 55m', '3h 40m']","['Change planes in Copenhagen (CPH)', 'Change planes in Oslo (OSL)']","[['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Snacks (fee)'], ['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Snacks (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '30"" seat pitch', 'Snacks (fee)']]",[]
www.kayak.com,Scandinavian Airlines,10:05 am–8:15 pm,2 stops,"CPH, BGO",12h 10m,HEL-MAN,1,1,$726,Economy,mytrip.com, Dec 18,Scandinavian Airlines 1707  ·  Operated by CityJet,"['10:05 am', '10:50 am', '5:00 pm', '6:25 pm', '7:30 pm', '8:15 pm']","['Helsinki-Vantaa (HEL)', 'Kastrup Copenhagen (CPH)', 'Kastrup Copenhagen (CPH)', 'Bergen Flesland (BGO)', 'Bergen Flesland (BGO)', 'Manchester (MAN)']","['1h 45m', '1h 25m', '1h 45m']","['Scandinavian Airlines 1707  ·  Operated by CityJet', 'Scandinavian Airlines 2872  ·  Operated by CityJet', 'Scandinavian Airlines 4605  ·  Operated by SAS Link']","['6h 10m', '1h 05m']","['Change planes in Copenhagen (CPH)', 'Change planes in Bergen (BGO)']","[['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Snacks (fee)'], ['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Snacks (fee)'], ['Embraer 195 (Narrow-body jet)', '31"" seat pitch', 'Snacks (fee)']]",[]
www.kayak.com,Scandinavian Airlines,7:25 am–6:35 pm,2 stops,"ARN, CPH",13h 10m,HEL-MAN,1,1,$673,Economy,mytrip.com, Dec 18,Scandinavian Airlines 701  ·  Operated by Xfly,"['7:25 am', '7:35 am', '9:15 am', '10:25 am', '5:35 pm', '6:35 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Kastrup Copenhagen (CPH)', 'Kastrup Copenhagen (CPH)', 'Manchester (MAN)']","['1h 10m', '1h 10m', '2h 00m']","['Scandinavian Airlines 701  ·  Operated by Xfly', 'Scandinavian Airlines 403  ·  Operated by SAS Connect', 'Scandinavian Airlines 541  ·  Operated by SAS Connect']","['1h 40m', '7h 10m']","['Change planes in Stockholm (ARN)', 'Change planes in Copenhagen (CPH)']","[['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Snacks (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '30"" seat pitch', 'Snacks (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '30"" seat pitch', 'Snacks (fee)']]",[]
www.kayak.com,Scandinavian Airlines,7:25 am–6:35 pm,2 stops,"ARN, CPH",13h 10m,HEL-MAN,1,1,$673,Economy,mytrip.com, Dec 18,Scandinavian Airlines 701  ·  Operated by Xfly,"['7:25 am', '7:35 am', '9:55 am', '11:10 am', '5:35 pm', '6:35 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Kastrup Copenhagen (CPH)', 'Kastrup Copenhagen (CPH)', 'Manchester (MAN)']","['1h 10m', '1h 15m', '2h 00m']","['Scandinavian Airlines 701  ·  Operated by Xfly', 'Scandinavian Airlines 1419  ·  Operated by SAS Connect', 'Scandinavian Airlines 541  ·  Operated by SAS Connect']","['2h 20m', '6h 25m']","['Change planes in Stockholm (ARN)', 'Change planes in Copenhagen (CPH)']","[['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Snacks (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '30"" seat pitch', 'Snacks (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '30"" seat pitch', 'Snacks (fee)']]",[]
www.kayak.com,Scandinavian Airlines,7:25 am–6:35 pm,2 stops,"ARN, CPH",13h 10m,HEL-MAN,1,1,$673,Economy,mytrip.com, Dec 18,Scandinavian Airlines 701  ·  Operated by Xfly,"['7:25 am', '7:35 am', '3:10 pm', '4:25 pm', '5:35 pm', '6:35 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Kastrup Copenhagen (CPH)', 'Kastrup Copenhagen (CPH)', 'Manchester (MAN)']","['1h 10m', '1h 15m', '2h 00m']","['Scandinavian Airlines 701  ·  Operated by Xfly', 'Scandinavian Airlines 1407  ·  Operated by SAS Connect', 'Scandinavian Airlines 541  ·  Operated by SAS Connect']","['7h 35m', '1h 10m']","['Change planes in Stockholm (ARN)', 'Change planes in Copenhagen (CPH)']","[['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Snacks (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '30"" seat pitch', 'Snacks (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '30"" seat pitch', 'Snacks (fee)']]",[]
www.kayak.com,"Scandinavian Airlines, SWISS",7:25 am–6:05 pm,2 stops,"ARN, ZRH",12h 40m,HEL-MAN,1,0,$958,Business Saver,Expedia, Dec 18,Scandinavian Airlines 701  ·  Operated by Xfly,"['7:25 am', '7:35 am', '1:20 pm', '3:50 pm', '5:10 pm', '6:05 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Zurich (ZRH)', 'Zurich (ZRH)', 'Manchester (MAN)']","['1h 10m', '2h 30m', '1h 55m']","['Scandinavian Airlines 701  ·  Operated by Xfly', 'SWISS 1249', 'SWISS 380  ·  Operated by airBaltic']","['5h 45m', '1h 20m']","['Change planes in Stockholm (ARN)', 'Change planes in Zurich (ZRH)']","[['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Meal provided'], ['Airbus A220-100 (Narrow-body jet)', 'Adjacent seat unoccupied (76 cm)', 'Meal provided'], ['Airbus A220-300 (Narrow-body jet)', '30"" seat pitch', 'Light meal (fee)']]","['A drink to welcome you on board', 'Delicacies from Confiserie Sprüngli', 'Business Class', 'More privacy on board', 'Innovation and total comfort', 'Excellent dining', 'Pure mineral water', 'Priority check-in and boarding']"
www.kayak.com,"Scandinavian Airlines, Lufthansa",7:25 am–4:50 pm,2 stops,"ARN, MUC",11h 25m,HEL-MAN,1,2,"$1,153",Business Basic,Expedia, Dec 18,Scandinavian Airlines 701  ·  Operated by Xfly,"['7:25 am', '7:35 am', '12:20 pm', '2:35 pm', '3:40 pm', '4:50 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Munich Franz Josef Strauss (MUC)', 'Munich Franz Josef Strauss (MUC)', 'Manchester (MAN)']","['1h 10m', '2h 15m', '2h 10m']","['Scandinavian Airlines 701  ·  Operated by Xfly', 'Lufthansa 2415', 'Lufthansa 2504  ·  Operated by Lufthansa CityLine']","['4h 45m', '1h 05m']","['Change planes in Stockholm (ARN)', 'Change planes in Munich (MUC)']","[['Canadair (Bombardier) Regional Jet 900 (Regional jet)', '31"" seat pitch', 'Meal provided'], ['Airbus A321-100/200 (Narrow-body jet)', 'Streaming capable Wi-Fi (fee)', 'Adjacent seat unoccupied (76 cm)', 'Meal provided'], ['Airbus A319 (Narrow-body jet)', 'Streaming capable Wi-Fi (fee)', 'Adjacent seat unoccupied (81 cm)', 'Meal provided']]","['Priority check-in', 'Take action with Compensaid', 'Beverages onboard', 'Culinary highlights on every route', 'More room to work and relax', 'FlyNet® on board', 'Business Class']"
www.kayak.com,"Finnair, Scandinavian Airlines",12:35 pm–6:35 pm,2 stops,"ARN, CPH",8h 00m,HEL-MAN,0,0,$215,Economy Superlight,Kiwi.com, Dec 18,Finnair 807,"['12:35 pm', '12:35 pm', '3:10 pm', '4:25 pm', '5:35 pm', '6:35 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Kastrup Copenhagen (CPH)', 'Kastrup Copenhagen (CPH)', 'Manchester (MAN)']","['1h 00m', '1h 15m', '2h 00m']","['Finnair 807', 'Scandinavian Airlines 1407  ·  Operated by SAS Connect', 'Scandinavian Airlines 541  ·  Operated by SAS Connect']","['2h 35m', '1h 10m']","['Change planes in Stockholm (ARN)', 'Change planes in Copenhagen (CPH)']","[['Embraer 190 (Narrow-body jet)', '31"" seat pitch'], ['Airbus A320neo (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '30"" seat pitch', 'Snacks (fee)'], ['Airbus A320neo (Narrow-body jet)', 'Chance of Wi-Fi (fee)', 'USB outlet', '30"" seat pitch', 'Snacks (fee)']]",['Finnair Economy']
www.momondo.com,Finnair,8:10 am–9:15 am,nonstop,,3h 05m,HEL-MAN,0,0,$157,Economy,Kiwi.com, Dec 18,Finnair 1361,"['8:10 am', '9:15 am']","['Helsinki-Vantaa (HEL)', 'Manchester (MAN)']",['3h 05m'],['Finnair 1361'],[],[],[['Airbus A321 (sharklets) (Narrow-body jet)']],['Finnair Economy']
www.momondo.com,"Norwegian, Ryanair",9:15 am–2:55 pm+1,2 stops,"ARN, BVA",31h 40m,HEL-MAN,0,0,$89,Economy,Kiwi.com, Dec 18,Norwegian 4282  ·  Operated by Norwegian Air International,"['9:15 am', '9:15 am', '2:00 pm', '4:35 pm', '2:35 pm', '2:55 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Paris Beauvais-Tille (BVA)', 'Paris Beauvais-Tille (BVA)', 'Manchester (MAN)']","['1h 00m', '2h 35m', '1h 20m']","['Norwegian 4282  ·  Operated by Norwegian Air International', 'Ryanair 9166', 'Ryanair 3725']","['4h 45m', '22h 00m']","['Change planes in Stockholm (ARN)', 'Change planes in Paris (BVA)']","[['Boeing 737-800 (winglets) (Narrow-body jet)'], ['Boeing 737 MAX 8 (Narrow-body jet)'], ['Boeing 737 MAX 8 (Narrow-body jet)']]",[]
www.momondo.com,Scandinavian Airlines,6:30 am–9:30 am,1 stop,CPH,5h 00m,HEL-MAN,0,0,$127,Economy,eDreams, Dec 18,Scandinavian Airlines 1705,"['6:30 am', '7:15 am', '8:30 am', '9:30 am']","['Helsinki-Vantaa (HEL)', 'Kastrup Copenhagen (CPH)', 'Kastrup Copenhagen (CPH)', 'Manchester (MAN)']","['1h 45m', '2h 00m']","['Scandinavian Airlines 1705', 'Scandinavian Airlines 539  ·  Operated by SAS Connect']",['1h 15m'],['Change planes in Copenhagen (CPH)'],"[['Airbus A320neo (Narrow-body jet)'], ['Airbus A320neo (Narrow-body jet)']]",[]
www.momondo.com,British Airways,8:10 am–9:15 am,nonstop,,3h 05m,HEL-MAN,1,1,$278,Standard Economy,Orbitz,,,[],[],[],[],[],[],[],[]
www.momondo.com,KLM,7:00 am–9:55 am,1 stop,AMS,4h 55m,HEL-MAN,1,0,$190,Light,KLM,,,[],[],[],[],[],[],[],[]
www.momondo.com,KLM,1:55 pm–4:35 pm,1 stop,AMS,4h 40m,HEL-MAN,1,0,$244,Light,KLM,,,[],[],[],[],[],[],[],[]
www.momondo.com,KLM,6:10 pm–10:00 pm,1 stop,AMS,5h 50m,HEL-MAN,1,0,$186,Light,KLM,,,[],[],[],[],[],[],[],[]
www.momondo.com,Air France,5:40 pm–9:30 pm,1 stop,CDG,5h 50m,HEL-MAN,1,0,$197,Light,Air France,,,[],[],[],[],[],[],[],[]
www.momondo.com,"Finnair, Scandinavian Airlines",4:00 pm–7:50 pm,1 stop,OSL,5h 50m,HEL-MAN,0,0,$184,Economy Superlight,Kiwi.com,,,[],[],[],[],[],[],[],[]
www.momondo.com,Lufthansa,7:25 pm–11:15 pm,1 stop,MUC,5h 50m,HEL-MAN,1,0,$212,Economy Light,Lufthansa,,,[],[],[],[],[],[],[],[]
www.momondo.com,"Finnair, Norwegian",12:05 pm–4:10 pm,1 stop,OSL,6h 05m,HEL-MAN,0,0,$168,Economy,Kiwi.com, Dec 18,Finnair 913  ·  Operated by Norra,"['12:05 pm', '12:35 pm', '3:05 pm', '4:10 pm']","['Helsinki-Vantaa (HEL)', 'Oslo Gardermoen (OSL)', 'Oslo Gardermoen (OSL)', 'Manchester (MAN)']","['1h 30m', '2h 05m']","['Finnair 913  ·  Operated by Norra', 'Norwegian 1348']",['2h 30m'],['Change planes in Oslo (OSL)'],"[['Embraer 190 (Narrow-body jet)'], ['Boeing 737-800 (Narrow-body jet)']]",['Finnair Economy']
www.momondo.com,"Finnair, Ryanair",11:45 am–4:05 pm,1 stop,CPH,6h 20m,HEL-MAN,0,0,$165,Economy,Kiwi.com, Dec 18,Finnair 953,"['11:45 am', '12:25 pm', '3:05 pm', '4:05 pm']","['Helsinki-Vantaa (HEL)', 'Kastrup Copenhagen (CPH)', 'Kastrup Copenhagen (CPH)', 'Manchester (MAN)']","['1h 40m', '2h 00m']","['Finnair 953', 'Ryanair 6880']",['2h 40m'],['Change planes in Copenhagen (CPH)'],"[['Airbus A321 (sharklets) (Narrow-body jet)'], ['Boeing 737 MAX 8 (Narrow-body jet)']]",['Finnair Economy']
www.momondo.com,"Finnair, Ryanair",7:00 am–11:20 am,1 stop,GOT,6h 20m,HEL-MAN,0,0,$164,Economy,Kiwi.com, Dec 18,Finnair 861  ·  Operated by Norra,"['7:00 am', '8:10 am', '10:20 am', '11:20 am']","['Helsinki-Vantaa (HEL)', 'Gothenburg Landvetter (GOT)', 'Gothenburg Landvetter (GOT)', 'Manchester (MAN)']","['2h 10m', '2h 00m']","['Finnair 861  ·  Operated by Norra', 'Ryanair 3089']",['2h 10m'],['Change planes in Gothenburg (GOT)'],"[['ATR 72-201 / 202 (Turbo-prop plane)'], ['Boeing 737 MAX 8 (Narrow-body jet)']]",['Finnair Economy']
www.momondo.com,"Finnair, Norwegian",4:00 pm–8:15 pm,2 stops,"OSL, SVG",6h 15m,HEL-MAN,0,0,$165,Economy Superlight,Kiwi.com,,,[],[],[],[],[],[],[],[]
www.momondo.com,Norwegian,2:10 pm–8:15 pm,2 stops,"OSL, SVG",8h 05m,HEL-MAN,0,0,$110,LowFare,mytrip.com,,,[],[],[],[],[],[],[],[]
www.momondo.com,Norwegian,2:10 pm–8:15 pm,2 stops,"OSL, SVG",8h 05m,HEL-MAN,0,0,$110,Economy,mytrip.com, Dec 18,Norwegian 1191,"['2:10 pm', '2:45 pm', '4:15 pm', '5:10 pm', '7:40 pm', '8:15 pm']","['Helsinki-Vantaa (HEL)', 'Oslo Gardermoen (OSL)', 'Oslo Gardermoen (OSL)', 'Stavanger Sola (SVG)', 'Stavanger Sola (SVG)', 'Manchester (MAN)']","['1h 35m', '0h 55m', '1h 35m']","['Norwegian 1191', 'Norwegian 538', 'Norwegian 1326']","['1h 30m', '2h 30m']","['Change planes in Oslo (OSL)', 'Change planes in Stavanger (SVG)']","[['Boeing 737-800 (winglets) (Narrow-body jet)'], ['Boeing 737-800 (winglets) (Narrow-body jet)'], ['Boeing 737-800 (winglets) (Narrow-body jet)']]","['Standard Economy seat ', 'Standard Economy layout', 'Streaming entertainment ']"
www.momondo.com,Norwegian,2:10 pm–8:15 pm,2 stops,"OSL, SVG",8h 05m,HEL-MAN,0,0,$110,LowFare,mytrip.com,,,[],[],[],[],[],[],[],[]
www.momondo.com,KLM,7:00 am–9:55 am,1 stop,AMS,4h 55m,HEL-MAN,1,0,$190,Light,KLM,,,[],[],[],[],[],[],[],[]
www.momondo.com,KLM,6:10 pm–10:00 pm,1 stop,AMS,5h 50m,HEL-MAN,1,0,$186,Light,KLM,,,[],[],[],[],[],[],[],[]
www.momondo.com,"Finnair, Scandinavian Airlines",4:00 pm–7:50 pm,1 stop,OSL,5h 50m,HEL-MAN,0,0,$184,Economy Superlight,Kiwi.com,,,[],[],[],[],[],[],[],[]
www.momondo.com,British Airways,8:10 am–9:15 am,nonstop,,3h 05m,HEL-MAN,1,1,$278,Standard Economy,Orbitz,,,[],[],[],[],[],[],[],[]
www.momondo.com,Air France,5:40 pm–9:30 pm,1 stop,CDG,5h 50m,HEL-MAN,1,0,$197,Light,Air France,,,[],[],[],[],[],[],[],[]
www.momondo.com,"Finnair, Ryanair UK",3:35 pm–8:05 pm,1 stop,CPH,6h 30m,HEL-MAN,0,0,$183,Economy Superlight,Kiwi.com, Dec 18,Finnair 955  ·  Operated by Norra,"['3:35 pm', '4:15 pm', '7:05 pm', '8:05 pm']","['Helsinki-Vantaa (HEL)', 'Kastrup Copenhagen (CPH)', 'Kastrup Copenhagen (CPH)', 'Manchester (MAN)']","['1h 40m', '2h 00m']","['Finnair 955  ·  Operated by Norra', 'Ryanair UK 6968']",['2h 50m'],['Change planes in Copenhagen (CPH)'],"[['Embraer 190 (Narrow-body jet)', '31"" seat pitch', 'Preorder light meal (fee)'], ['Boeing 737-800 (winglets) (Narrow-body jet)', '30"" seat pitch', 'Light meal (fee)']]",['Finnair Economy']
www.momondo.com,"airBaltic, Ryanair",8:40 am–4:35 pm,2 stops,"RIX, MXP",9h 55m,HEL-MAN,0,0,$127,Value,Kiwi.com, Dec 18,airBaltic 302,"['8:40 am', '9:40 am', '11:40 am', '1:25 pm', '3:20 pm', '4:35 pm']","['Helsinki-Vantaa (HEL)', 'Riga Intl (RIX)', 'Riga Intl (RIX)', 'Milan Malpensa (MXP)', 'Milan Malpensa (MXP)', 'Manchester (MAN)']","['1h 00m', '2h 45m', '2h 15m']","['airBaltic 302', 'airBaltic 629', 'Ryanair 6817']","['2h 00m', '1h 55m']","['Change planes in Riga (RIX)', 'Change planes in Milan (MXP)']","[['Airbus A220-300 (Narrow-body jet)', '30"" seat pitch', 'Light meal (fee)'], ['Airbus A220-300 (Narrow-body jet)', '30"" seat pitch', 'Light meal (fee)'], ['Boeing 737-800 (winglets) (Narrow-body jet)', '30"" seat pitch', 'Light meal (fee)']]",[]
www.momondo.com,"Norwegian, Ryanair",9:15 am–4:40 pm,2 stops,"ARN, RIX",9h 25m,HEL-MAN,0,0,$124,LowFare,Kiwi.com, Dec 18,Norwegian 4282  ·  Operated by Norwegian Air International,"['9:15 am', '9:15 am', '12:05 pm', '2:15 pm', '3:35 pm', '4:40 pm']","['Helsinki-Vantaa (HEL)', 'Stockholm Arlanda (ARN)', 'Stockholm Arlanda (ARN)', 'Riga Intl (RIX)', 'Riga Intl (RIX)', 'Manchester (MAN)']","['1h 00m', '1h 10m', '3h 05m']","['Norwegian 4282  ·  Operated by Norwegian Air International', 'Ryanair 4640', 'Ryanair 4097']","['2h 50m', '1h 20m']","['Change planes in Stockholm (ARN)', 'Change planes in Riga (RIX)']","[['Boeing 737-800 (winglets) (Narrow-body jet)'], ['Boeing 737-800 (winglets) (Narrow-body jet)', '30"" seat pitch', 'Light meal (fee)'], ['Boeing 737 MAX 8 (Narrow-body jet)', '28"" seat pitch', 'Light meal (fee)']]",[]
www.momondo.com,Lufthansa,7:25 pm–11:15 pm,1 stop,MUC,5h 50m,HEL-MAN,1,0,$212,Economy Light,Lufthansa,,,[],[],[],[],[],[],[],[]
